0,0.025641026,0.234654235,0.033411033,0.024087024,0,0.006993007,0.081585082,0.028749029,0.014763015,0.052836053,0,0.323232323,0.024087024,0.024087024,0.008547009,0.017094017,0.009324009,0.02952603,0.019425019,0.006216006,0,0.013986014,0.000777001,0.005439005,0.000777001,0.006993007,0,0.000777001,0.004662005,0,0.001554002,0.000777001,0
0.454545455,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0.060606061,0,0,0,0.03030303,0,0.015151515,0.181818182,0,0.015151515,0,0.045454545,0,0.166666667,0,0,0,0,0,0,0
0.332822086,0.001533742,0,0.009202454,0.016871166,0,0.003067485,0.016871166,0,0,0.001533742,0,0.001533742,0.003067485,0.001533742,0,0.02607362,0.009202454,0.001533742,0.001533742,0.570552147,0,0,0,0.001533742,0,0,0,0,0.001533742,0,0,0,0
0.345833333,0.004166667,0.0125,0,0,0,0,0.091666667,0,0,0,0.058333333,0.0125,0,0,0,0.004166667,0.466666667,0,0,0.004166667,0,0,0,0,0,0,0,0,0,0,0,0,0
0.212560386,0,0.347826087,0.009661836,0,0,0.033816425,0.251207729,0.004830918,0,0.004830918,0.077294686,0,0.009661836,0.009661836,0.009661836,0,0.014492754,0,0.004830918,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018957346,0.156398104,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0.047393365,0,0,0,0.009478673,0.009478673,0.061611374,0.45971564,0.004739336,0.194312796,0.009478673,0.023696682,0,0,0
0.234567901,0,0.024691358,0,0.024691358,0,0,0.555555556,0,0,0.024691358,0,0,0.024691358,0,0.037037037,0,0,0,0,0.037037037,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0
0.186486486,0.016216216,0.07027027,0.07027027,0.067567568,0,0.094594595,0,0.02972973,0.045945946,0.018918919,0.062162162,0.008108108,0.086486486,0.010810811,0.062162162,0.040540541,0.075675676,0,0.005405405,0.008108108,0,0.018918919,0,0.002702703,0,0,0,0,0.002702703,0,0.010810811,0.002702703,0.002702703
0.205128205,0,0.012820513,0.102564103,0,0,0.166666667,0.153846154,0,0.051282051,0,0.064102564,0,0.025641026,0,0,0,0.025641026,0.128205128,0,0.051282051,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0
0.288888889,0,0,0.044444444,0.022222222,0.022222222,0.044444444,0.333333333,0.044444444,0,0.022222222,0,0.022222222,0.022222222,0,0.044444444,0.022222222,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0
0.709302326,0.011627907,0.011627907,0,0,0,0.011627907,0.046511628,0,0.011627907,0,0,0,0,0,0,0.011627907,0.011627907,0,0,0.162790698,0,0,0,0.011627907,0,0,0,0,0,0,0,0,0
0.005780347,0,0.028901734,0.167630058,0.098265896,0,0.023121387,0.462427746,0.057803468,0,0.011560694,0,0,0.092485549,0.005780347,0,0.005780347,0.01734104,0.005780347,0.011560694,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0
0.862650602,0,0.007228916,0.009638554,0,0,0,0.004819277,0.002409639,0.002409639,0,0,0,0.002409639,0,0,0.084337349,0.007228916,0,0,0.014457831,0,0,0,0,0,0.002409639,0,0,0,0,0,0,0
0.294117647,0.088235294,0.058823529,0.044117647,0.014705882,0,0.014705882,0.220588235,0.073529412,0.029411765,0,0.058823529,0.014705882,0,0,0.029411765,0.029411765,0.014705882,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0
0.356164384,0,0,0,0.01369863,0.01369863,0.04109589,0.02739726,0,0,0,0,0,0.01369863,0,0,0,0,0,0,0.465753425,0,0,0,0.02739726,0,0.02739726,0,0.01369863,0,0,0,0,0
0.636363636,0,0,0,0.090909091,0,0.090909091,0.136363636,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.166666667,0,0.1,0.066666667,0,0.033333333,0.033333333,0.166666667,0,0.066666667,0.1,0,0.1,0,0,0.066666667,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051923077,0.001923077,0.005769231,0.848076923,0,0,0.001923077,0.073076923,0,0,0,0,0.001923077,0.001923077,0,0.001923077,0.005769231,0,0,0,0.003846154,0,0,0,0,0,0,0,0,0,0,0,0.001923077,0
0.189944134,0.011173184,0.005586592,0.005586592,0,0,0.005586592,0,0.039106145,0,0,0,0,0,0,0,0,0,0,0,0.74301676,0,0,0,0,0,0,0,0,0,0,0,0,0
0.465116279,0,0,0,0,0.023255814,0.023255814,0.069767442,0,0,0,0,0,0,0,0,0,0,0,0,0.186046512,0,0,0,0,0,0.139534884,0.046511628,0,0.046511628,0,0,0,0
0.022321429,0.016369048,0.563988095,0.004464286,0.004464286,0,0.001488095,0.001488095,0.00297619,0.001488095,0.017857143,0,0.001488095,0,0.050595238,0,0,0.001488095,0.205357143,0.017857143,0,0,0.004464286,0,0.023809524,0.00297619,0,0,0,0.055059524,0,0,0,0
0.015151515,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924242424,0,0,0.015151515,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0.03125,0.03125,0,0.1875,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0.09375,0,0,0,0,0,0,0
0,0,0,0,0,0.014184397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978723404,0,0,0,0,0.007092199,0,0,0,0,0,0,0
0.225806452,0.032258065,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451612903,0,0,0,0,0,0.225806452,0,0,0,0,0,0,0.032258065
0.058823529,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.058823529,0,0,0,0,0,0
0.003984064,0.03187251,0,0,0,0.788844622,0,0,0,0,0,0,0,0,0.007968127,0,0,0,0,0.011952191,0,0,0.007968127,0.007968127,0.019920319,0.047808765,0,0,0.06374502,0.003984064,0,0,0.003984064,0
0,0,0,0,0,0.032258065,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0.870967742,0,0,0,0,0,0,0,0
0.136363636,0,0,0,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0,0,0.045454545,0.590909091,0,0,0,0,0,0,0
0.142857143,0,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0.755102041,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0